Annotation-Level1,Text,Annotation-Level2
Threat,fucking CHRIST i hate tutors and TAs. you literally get paid to teach retards to stop picking their nose. GET THE FUCK OUTTA MY FACE,Non-Sexist
Threat,fucking hot boots. Who doesnt love a boot boy. Lick those soles clean. http://t.co/tHnVlldUt8,Non-Sexist
Threat,fucking queer,Non-Sexist
Threat,"gonna get a tattoo of a teardrop on my dick
cause i murdered that pussy",Non-Sexist
Threat,gonna have them pussies mix up some concrete today. teach them to pose like me. I am a badass motherfucker. and I will let you be too (:,Non-Sexist
Threat,"got a death wish against like 675 cunts, I'm just no a happy man #fuckittt",Non-Sexist
Threat,"grew up in this shit stuck wit da shit, u too pussy to fuck wit dis shit but im in love wit dis shit",Non-Sexist
Threat,ha fucking twat. go cry about mommy some more,Non-Sexist
Threat,having a blast yesterday...she even had me on the monkey bars tryna kill myself lol! http://t.co/31g1KM56,Non-Sexist
Threat,"her pussy like me, her heart like fuck it.",Non-Sexist
Threat,"hey im not bragging but im like the best at haggling, you know I got that cash, capitalism, ho! #receatter #indiegamepickuplines",Non-Sexist
Threat,how ah yardie reach wyoming?? (live at http://t.co/8N9mI46CBU),Non-Sexist
Threat,how the fuck do all these fucking faggot ass randos even find zoe's ask account????,Non-Sexist
Threat,http://t.co/bPU86qzYFt Ioana &#8211; Tiny teen Ioana fucks her tender pussy with a&#160;vibrator http://t.co/bRzLCfy7xE,Non-Sexist
Threat,http://t.co/bPU86qzYFt Lilith Lee &#8211; Hot blonde teen fucks her tender pussy with a&#160;dildo http://t.co/FpU2FAy9CO,Non-Sexist
Threat,http://t.co/bPU86qzYFt Lola Foxx &#8211; Steaming hot Nubile Lola Foxx shoves her dildo deep into her wet&#160;pussy http://t.co/br1Mjkk8dz,Non-Sexist
Threat,https://t.co/jtLZErgxI0 Leo get the fuck off of vine you fag,Non-Sexist
Threat,"i find it funny when fags write ""looking for bf"" on a grindr ap. LOL thats a fucking ap dumbass.",Non-Sexist
Threat,i get what that girls point seems to be but colored people died during the holocaust and 9/11. ((if that's a picture of the holocaust idk)),Non-Sexist
Threat,"i love how when it was airing everyone loved kill la kill but i was like ""no its fucking trash"" and now everyone who loved it hates it",Non-Sexist
Threat,i made sweet &amp; SPICY drunken noodles with handmade and handcut ho fun noodles with marinated chicken/shrimp. my back is hurting.,Non-Sexist
Threat,i think if my girlfriend were to get locked up shed be the first one raped. #pussy,Non-Sexist
Threat,idk y'all ppl that go/went to A&amp;T ackin like y'all shocked about 70 bodies.. it was some first class hos at T that I knew personally,Non-Sexist
Threat,if i were to die and be resurrected as an animal id be a howler monkey,Non-Sexist
Threat,if u gon be wit ur bae even if he or she cheat just shut the fuck up and take the dick or pussy... after all ain't nothing better then love,Non-Sexist
Threat,inb4 you unfunny nigger kill yourself,Non-Sexist
Threat,jesus christ youre a fucking retard if you believe in Mercurian retrograde affecting your life,Non-Sexist
Threat,"just saw the words ""tinker tailor soldier spy"" and muttered ""no"" aloud @jennyyhernandez @chellyhernandez",Non-Sexist
Threat,mall with my fellow ginzos to do some christmas shopping @Vinnyliarda @Dimi_Artale @Billythathird #fuckdimmy #vinnysnotmadon #billgetsbuns,Non-Sexist
Threat,no pills jus weed kill dat pussy all night damn right sho u right,Non-Sexist
Threat,"no pillz jus weed kill dat pussy all night, damn right show u right",Non-Sexist
Threat,no youre a fucking retard thats gonna get fucking date raped at a frat tonight. have fun with those repressed memories,Non-Sexist
Threat,one of my cats killed a baby bird and a cardinal,Non-Sexist
Threat,people be shooting their guns around here late as fuck got me thinking they tryna shoot my black ass 4 jammin jiggaboo music,Non-Sexist
Threat,"ray Allen like, ""MAN!! that's some goddamn motherfucking cunt ass bullshit!!!"" cus it is",Non-Sexist
Threat,"seriously these animal crackers have a slight fruit loops aftertaste. its really fucked up, it should not be this way but it is.",Non-Sexist
Threat,shit piss fuck cunt cocksucker motherfucker tits,Non-Sexist
Threat,stupid fucking metal bird,Non-Sexist
Threat,talking crazy over the Internet is the same thing as doing it in person. don't try to be buddy buddy with me later on faggot fuck you.,Non-Sexist
Threat,tears &#8220;@TheDouch3: #RelationshipGoals RT @queenallyssa @TheDouch3 don't call me sweetie you fucking retard&#8221;,Non-Sexist
Threat,the devils been sending his workers to get at me lately... pussy fuck boy try harder.. can't let'em throw me off my 1... 2ssss,Non-Sexist
Threat,too many grown man out here worryin' about the friendzone....yall got priorities fucked my nig,Non-Sexist
Threat,why cant girls just admit that they want the dick as much as us guys want the pussy? human nature duhh,Non-Sexist
Threat,why the fuck did twitter move the new tweet box to above the feed lol it looks fucking retarded,Non-Sexist
Threat,ya girl pussy is trash as fuck.,Non-Sexist
Threat,yal some faggots yup nigga you n you fuckin fruit cups.,Non-Sexist
Threat,yeah these valley faggots can go fuck themselves,Non-Sexist
Threat,you're such a retard i hope you get type 2 diabetes and die from a sugar rush you fucking faggot @Dare_ILK,Non-Sexist
Threat,young buck wanna eat!!.. dat nigguh like I aint fuckin dis up again,Non-Sexist
Non-Threat,!!!!!!!!! RT @C_G_Anderson: @viva_based she look like a tranny,Non-Sexist
Non-Threat,"""@Addicted2Guys: -SimplyAddictedToGuys http://t.co/1jL4hi8ZMF"" woof woof hot scally lad",Non-Sexist
Non-Threat,"""@AllAboutManFeet: http://t.co/3gzUpfuMev"" woof woof and hot soles",Non-Sexist
Non-Threat,"""@Allyhaaaaa: Lemmie eat a Oreo &amp; do these dishes."" One oreo? Lol",Non-Sexist
Non-Threat,"""@ArizonasFinest6: Why the eggplant emoji doe?""y he say she looked like scream lmao",Non-Sexist
Non-Threat,"""@BabyAnimalPics: baby monkey bathtime http://t.co/7KPWAdLF0R""
Awwwwe! This is soooo ADORABLE!",Non-Sexist
Non-Threat,"""@BaylaaGottaBody: &#128514;&#128514;&#128514;&#128514; I ain't shit ."" Damn Skippy lol",Non-Sexist
Non-Threat,"""@BeenFLYnSolo: ppl talk bad about the ghetto/hood ... but as a kid growing up, a nigga had funnnnnnn !""",Non-Sexist
Non-Threat,"""@Blackman38Tide: @WhaleLookyHere @HowdyDowdy11 queer"" gaywad",Non-Sexist
Non-Threat,"""@BrokenPiecesmsc: @ItsNotAdam faggot read my tweets after dat k"" it wasn't even funny lol",Non-Sexist
Non-Threat,"""@CB_Baby24: @white_thunduh alsarabsss"" hes a beaner smh you can tell hes a mexican",Non-Sexist
Non-Threat,"""@CCobey: @AydanMcCoy happy birthday nigs"" Thanks yo",Non-Sexist
Non-Threat,"""@CarelessOne92: Leafs better win this damn game so I can go riot and shit #EarlyChristmas"" you better start looting my nig",Non-Sexist
Non-Threat,"""@CeleyNichole: @white_thunduh how come you never bring me food"" i dont have a car retard",Non-Sexist
Non-Threat,"""@ComedyPosts: Harlem shake is just an excuse to go full retard for 30 seconds.""",Non-Sexist
Non-Threat,"""@DBAB_Holloway: Check out our 12th man. #CowboysNation"" even with all those faggot ny fans in the stands",Non-Sexist
Non-Threat,"""@DomWorldPeace: Baseball season for the win. #Yankees"" This is where the love started",Non-Sexist
Non-Threat,"""@DunderbaIl: I'm an early bird and I'm a night owl, so I'm wise and have worms.""",Non-Sexist
Non-Threat,"""@El_Grillo1: Pit Bulls Photographed As Lovely Fairy Tale Creatures http://t.co/Q0Sm89oOLh&#8221;

They *are* fairy tale creatures.",Non-Sexist
Non-Threat,"""@Ferocious_Ghost: @1stName_Bravo Aw."" ...fag, don't tweet ""aw"" to me lol",Non-Sexist
Non-Threat,"""@FloKid88: As long as the Lakers trash from now on, I could careless. And that's real."". CC: @BENBALLER hahaha",Non-Sexist
Non-Threat,"""@Frosstyy_: @h0rheyd I didn't say anything tho"" kiss me then faggot",Non-Sexist
Non-Threat,"""@HermosaAlma: This isn't ghetto.....it's smart https://t.co/MPAzQ3Jswf"" I'm doing this idc",Non-Sexist
Non-Threat,"""@JReebo: Who wants to get there nose in these bad bois then #scally #chav #sockfetish #stinking http://t.co/FeQxgN0W6I"" hot sox and legs",Non-Sexist
Non-Threat,"""@KeyshawnSwag: Peel up peel up bring it back up rewind back where I'm from they move Shaq from the line"" ooooow who tf said that trash!!?",Non-Sexist
Non-Threat,"""@KingCuh: @16stanleys io io alu record ho vine sai pe hahahaha"" lol anywaaaaaays..... haha",Non-Sexist
Non-Threat,"""@King_Shawn_6: @white_thunduh that's where I get my yellow flags for being amazing &#128079;&#128524;"" HELL YEAH NIGGY",Non-Sexist
Non-Threat,"""@KnightfanNeal #UCFPINKPARTY come on stay alive knights nation!!!!"" This is still the early bird special. #ComeAtMeUT",Non-Sexist
Non-Threat,"""@MLBNetwork: Stay tuned to @MLBNetwork for an update on the report that @Yankees 1B @teixeiramark25 will be out 8-10 weeks"" @dliming35 #bum",Non-Sexist
Non-Threat,"""@MadFlyentist: Oregon chokes every year get off the field trash ass program"" RFT",Non-Sexist
Non-Threat,"""@MarkRoundtreeJr: LMFAOOOO I HATE BLACK PEOPLE https://t.co/RNvD2nLCDR"" This is why there's black people and niggers",Non-Sexist
Non-Threat,"""@MaxMayo77: http://t.co/3Jk4kR44X3"" a pissed lad past out. I would lick his dirty soles while he slept.",Non-Sexist
Non-Threat,"""@MaxMayo77: http://t.co/PrrskknqRv"" love frat boy w/ soft long soles",Non-Sexist
Non-Threat,"""@MaxMayo77: http://t.co/XpSC3makgJ"" sexy lad with hot soles and arches.",Non-Sexist
Non-Threat,"""@Mesha_nojas: @_Vontethekidd &#128079;&#128079;&#128079;&#128079;&#128588;"" I got hicks lol",Non-Sexist
Non-Threat,"""@MotherJones: 10 birds your grandkids may never see, thanks to climate change http://t.co/XqmXHkAsWt http://t.co/RbITeGRnhm"" #Climate",Non-Sexist
Non-Threat,"""@Nicholas_ted33: Kobe stay talking trash. But let's not forget http://t.co/VH4tnEkvTP"" @J_Austin12 I meant to do this one. Smh.",Non-Sexist
Non-Threat,"""@NoChillPaz: ""At least I'm not a nigger"" http://t.co/RGJa7CfoiT""

Lmfao",Non-Sexist
Non-Threat,"""@NotoriousBM95: @_WhitePonyJr_ Ariza is a snake and a coward"" but at least he isn't a cripple like your hero Roach lmaoo",Non-Sexist
Non-Threat,"""@OSAY_it_aint_so: &#8220;@IgnoreAllLaws: Fosters home for imaginary trash&#8221; WHOA CHILL""

that show was everything tf",Non-Sexist
Non-Threat,"""@PRAYINGFORHEAD: &#8220;@macklemroe: Stop bringing weird niggers into my mentions! @PRAYINGFORHEAD&#8221; http://t.co/cussDJesRK""",Non-Sexist
Non-Threat,"""@QUAN1T0: 61% of welfare/government aid is claimed by white people. So y'all black slander is trash now.""",Non-Sexist
Non-Threat,"""@RachieSoul: @DizzleOfficial inna di ghetto!!!"" You alone lmaoo",Non-Sexist
Non-Threat,"""@Samirahusic_: ""I don't want to have sex with my gf because I feel like I'm using her.."" - anonymous"" Whata faggot",Non-Sexist
Non-Threat,"""@SportsCenter: Eli Manning just threw his NFL-leading 27th interception of the season."" Lmao trash",Non-Sexist
Non-Threat,"""@Stephenwildboy: Chilling &#128069;&#8482; http://t.co/mik3iPNle6"" sexy scally lad",Non-Sexist
Non-Threat,"""@TEE_JONEZ: @16stanleys @KingCuh tuku ho idk blah blah blah"" &#128514;&#128514;&#128514;",Non-Sexist
Non-Threat,"""@TEE_JONEZ: @KingCuh @16stanleys I'm not mad cuh hahaha"" suure.. tuku ho ita! &#128514;&#128514;",Non-Sexist
Non-Threat,"""@TheOneMiss_Luu: Would you still love me when I'm no longer young and beautiful?"" No. Ugly monkey ass.",Non-Sexist
Non-Threat,"""@The_Realist_Sam: @Madrid2_ yea, I'm on my iPad. I don't work this Friday. Let's ball this faggot up @TropicalBlanket""i work 2-5",Non-Sexist
Non-Threat,"""@Theo17100: http://t.co/BYj1HOyhmG"" this scally lad would get it",Non-Sexist
Non-Threat,"""@TheoMaxximus: #GerrysHalloweenParty http://t.co/3ycrSrnjHc"" Halloween was yesterday stupid nigger",Non-Sexist
Non-Threat,"""@WBUR: A smuggler explains how he helped fighters along the ""Jihadi Highway"": http://t.co/UX4anxeAwd""",Non-Sexist
Non-Threat,"""@XoXo__Angiee: Bruno fag boy"" you love me.",Non-Sexist
Non-Threat,"""@Yankees: Down 6-1, #Yankees look to rally in the bottom of the 9th."" #RALLYCAP",Non-Sexist
Non-Threat,"""@YunGMiGo: @Shane_A1 cinco shit harder fucc nigga""yee but you fucc wit rich homie cuz dats ya homeboy fucc nicca",Non-Sexist
Non-Threat,"""@ZoeBarton3: @h0rheyd ewww I said THAT last Sunday..as in the last Sunday I was there. Read it again nigs""&#128563;&#128563;&#128563;&#128563;&#128563;",Non-Sexist
Non-Threat,"""@__taradise__: Ya nigs out there still saying y'all don't eat butt?!"" WITH A STRAIGHT FACE!",Non-Sexist
Non-Threat,"""@alexissixela__: &#8220;@white_thunduh: I legit watched it for about 30 or 40 seconds &#128529;&#8221;SO DID I WTF"" prob cause were retarded smh",Non-Sexist
Non-Threat,"""@altosteel115: http://t.co/tM28mh5XG2"" woof woof. Sexy thug boy scally.",Non-Sexist
Non-Threat,"""@ashlingwilde: @ItsNotAdam is bored supposed to be cute, you faggot?"" Sometimes",Non-Sexist
Non-Threat,"""@ayyee_ceee_: One mans trash &#128686; is another mans treasure &#127942;""",Non-Sexist
Non-Threat,"""@bigbootybishopp: @white_thunduh lassen cc , the coach wants me"" i feel it youll get more my nig no doubt",Non-Sexist
Non-Threat,"""@complex_uk: Ashley Young has tried to deny that bird s*** landed in his mouth ---&gt; http://t.co/mlr5eWgonK https://t.co/AvCHFj7reM"" hahaha",Non-Sexist
Non-Threat,"""@deepthroatMike: ""@Boys_South: Take me for a ride &#128525;&#128139; http://t.co/H5mAtjYfGA""#redneck"" woof woof",Non-Sexist
Non-Threat,"""@g0rillaz0e: Sitting on my window sill, window open, bird tries to fly in. Smacked it. #ProtectTheAnimals"" @peta",Non-Sexist
Non-Threat,"""@greggutfeld: a video an entire media will likely mock. http://t.co/XFr1cRXWSm"" i am such a crybaby",Non-Sexist
Non-Threat,"""@gurl_Im_Angie: @ItsKiaraaaa @WestYourMajesty I'm not even shy stfu"" kikis mom: Hi angelique 
Angelique: Smiles *Dips cracker in soup*",Non-Sexist
Non-Threat,"""@hxhassan: Jihadi patron Hajjaj al-Ajmi is arrested at Kuwait airport https://t.co/ZmloKfWDQl""",Non-Sexist
Non-Threat,"""@iTrapWatermelon: tweety bird tho &#128514;&#128514;&#128514;&#128514;https://t.co/JbnoNM3N1P""",Non-Sexist
Non-Threat,"""@itscoleharmon_: When twitter rappers dm me their trash links http://t.co/35nMR4AUQg""",Non-Sexist
Non-Threat,"""@jethromass: Photo: http://t.co/CxRs5BVhPw"" he is in sole heaven",Non-Sexist
Non-Threat,"""@kazooook: We actin like it's the 7th day @WesGodLaFlare http://t.co/s9gMtEvpaT""
&#128123;spook",Non-Sexist
Non-Threat,"""@marackaf: &#8220;@white_thunduh: Aye yall ima tryout for the bowling team frfr&#8221; tryouts passed tho"" no theres two more retard",Non-Sexist
Non-Threat,"""@metroadlib: colored contacts in your eyes?
blinders on mine.
cause i can't see you at all."" Lmao",Non-Sexist
Non-Threat,"""@nohands_24: ""@20ToLife_: ""@nohands_24: ""@DejaaLeeann_: @B_Coleman2 swears I'm #1 man"" easily"" easily"" behind Austin"" nip?",Non-Sexist
Non-Threat,"""@oldpicsarchive: H.G.Wells and Charlie Chaplin http://t.co/sTiDDHK3WT"" #History #Photography",Non-Sexist
Non-Threat,"""@ozzie_garza: @white_thunduh I'm about to cool faggot chill"" tf is cool nigga",Non-Sexist
Non-Threat,"""@rhythmixx_: I told Mariam to but cigarettes for her birthday""

You also called me trash rn",Non-Sexist
Non-Threat,"""@riananewman: @22EdHam brownies tonight"" what kind?!?!",Non-Sexist
Non-Threat,"""@royalswagg_: using y=mx+b to find the slope of that ass""",Non-Sexist
Non-Threat,"""@rugbysocklad: Fit lads! Nice gear! http://t.co/ThnXX1lC1M"" these scally lads n trainers would get it",Non-Sexist
Non-Threat,"""@rugbysocklad: Helping out a mate!! http://t.co/eMNAdO1QOj"" I love scally play. Fuck yeah",Non-Sexist
Non-Threat,"""@sleepy_yongguk: ""I saw an ajumma walk out in the beginning saying, 'Wow, this is so trash that I can't even listen to it..'"" &#128514;"" lmaoo",Non-Sexist
Non-Threat,"""@socass_: Dude remember this wop video? @00sexilexi00 http://t.co/P3HEuBOQBu"" OMG WHERE DID YOU FIND THAT",Non-Sexist
Non-Threat,"""@soxdawg: RAWR!! RT @skinrubberboi: ""My"" sexy French scally. I love him! #frenchscally http://t.co/5idQ3R5Akz"" sexy scally woof woof",Non-Sexist
Non-Threat,"""@worldtraveIs: Baby albino &#128034; http://t.co/2tYTQJ3fec"" @Meeeesh1395",Non-Sexist
Non-Threat,"""Bae"" sounds like such a ghetto word. Use something else",Non-Sexist
Non-Threat,"""Brownies for my brownie"" I love this movie. &#128517;",Non-Sexist
Non-Threat,"""Don't make me make you fall in live with a nigga like meee..."" The birds 1&amp;2 are my favorite songs by Weeknd",Non-Sexist
Non-Threat,"""Eff it. Let's go after the cripple."" http://t.co/kSaMx1JPfV",Non-Sexist
Non-Threat,"""Generate ASCII boxes with NodeJS"" all I see is the ability to bring flappy-bird in node via ASCII tubes and bird ^_^ http://t.co/lRJWDFhv7T",Non-Sexist
Non-Threat,"""How about we draft all those gung-ho folks and send them to Afghanistan or other war zones so they can show their... http://t.co/sR1zceHx",Non-Sexist
Non-Threat,"""I am a thrill billy..with a hillbilly heart."" -@billyraycyrus. HAHAHAHAHA Jesus Murphy!",Non-Sexist
Non-Threat,"""I found a new way to chug you have to open your mouth alot"" #shitallysays",Non-Sexist
Non-Threat,"""I'll slit your throat-neck"" http://t.co/ChFFSDeDdd",Non-Sexist
Non-Threat,"""I'm a funky ass honkey."" - @jtimberlake 's shout out to @macklemore tonight before ""Cabaret"" &#128514; #JT2020Tour",Non-Sexist
Non-Threat,"""I'm gonna piss on your dimple @SoNi99a_: Stop wasting prayers on trash teams lol""",Non-Sexist
Non-Threat,"""Is that an albino Mexican?""
""No dad, he's Asian.""",Non-Sexist
Non-Threat,"""It's the dykes"" -hunter dyke with a dyke http://t.co/LGtw3AWMeh",Non-Sexist
Non-Threat,"""Julia Roberts, you're a ho"" @LaurenGardner8 #NottingHill",Non-Sexist
Non-Threat,"""Just follow the yellow brick twitter.""",Non-Sexist
Non-Threat,"""LOL, cripple!"" - Wendy Davis. RT @MailOnline: Scientists create remote-controlled chick to study shy penguins http://t.co/mT3B09Slod",Non-Sexist
Non-Threat,"""Let's do nips ahoy and spank me maybe""",Non-Sexist
Non-Threat,"""Lmao @SWILLA_LO: The d.rose adidas are lighter than my phone .... Shit is retarded""",Non-Sexist
Non-Threat,"""Mine plays DMX and kirk Franklin smh @_justcallmeBRIT: Well my neighbors are ghetto . They get up at like 5am and beat their kids.""",Non-Sexist
Non-Threat,"""My grandma used to call me a porch monkey all the time... Come to think of it she did refer to a broken bottle as a nigger knife"" &#128563;",Non-Sexist
Non-Threat,"""My nips are freeeeezing...and that's not okay because they're slicing through my bra....""
&#128514;",Non-Sexist
Non-Threat,"""Nah its You @NoMeek_JustMilz: &#128514;&#128514;&#128514;&#128514; yo i thought some1 photoshopped my face on that faggot smmfh...i hate yall"" http://t.co/5e2fkQ3Q2T",Non-Sexist
Non-Threat,"""OVO"" &#8220;@Allthingsfresh3: &amp; kendrick lamar still trash&#8221;",Non-Sexist
Non-Threat,"""Only a couple of Red Sox have gotten past first base."" I'm dying laughing. Maybe the Yanks need to teach them some game.",Non-Sexist
Non-Threat,"""Our people"". Now is the time for the Aryan race 2 stand up and say ""no more"". Before the mongerls turn the world into a ghetto slum. 1488",Non-Sexist
Non-Threat,"""Shake that Bear ... aka two rednecks having sex on a dead bear""",Non-Sexist
Non-Threat,"""She said wigga man you rich...take the du-rag off"" http://t.co/jb7J3zSbam",Non-Sexist
Non-Threat,"""She's from Florida so you've got to do the sniff test in those swamp pussies"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128553;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;",Non-Sexist
Non-Threat,"""So he's a good football player...but he still acts like a nig""",Non-Sexist
Non-Threat,"""The devil grows inside the hearts of the selfish and wicked
White, brown, yellow and black color is not restricted""",Non-Sexist
Non-Threat,"""The water isn't yellow, I'm a healthy student""",Non-Sexist
Non-Threat,"""They have some ghetto ass bands"" * gets snuck* &#128514;&#128514;&#128514;&#128514;",Non-Sexist
Non-Threat,"""They have to. That division is trash @NoMeek_JustMilz: Saints gon win the NFC South...watch""",Non-Sexist
Non-Threat,"""This recipe calls for a leftover brownie. What the hell is a LEFTOVER brownie? That's just a brownie you haven't eaten yet.""-@EricaNadine26",Non-Sexist
Non-Threat,"""Those ratchet broads don't represent me but YOUR white ass can't talk trash about them 'cause you on racist shit"" Black",Non-Sexist
Non-Threat,"""Two roads diverged in a yellow wood, and I chose the one to J&#246;tunheimr""
- Robert Frost Giant",Non-Sexist
Non-Threat,"""Uh-uh, what do we have? Your empty heart, my empty bottle, a yellow cab.. That you would like to catch cuz yo latest ex made u mad..",Non-Sexist
Non-Threat,"""We hate niggers, we hate faggots and we hate spics""-kkk rally",Non-Sexist
Non-Threat,"""We're out here, and we're queer!""
"" 2, 4, 6, hut! We like it in our butt!""",Non-Sexist
Non-Threat,"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an",Non-Sexist
Non-Threat,"""YAH"" has said in his word that the Mtzra'ym(egyptians) are his people and Ysrah'al is his inheritance and the Kushite(ethiopians).....",Non-Sexist
Non-Threat,"""You ain't gunna do shit spear chucker""",Non-Sexist
Non-Threat,"""You are a cunt""",Non-Sexist
Non-Threat,"""You can take someone out of the ghetto, but you can't take the ghetto out of them.""",Non-Sexist
Non-Threat,"""You hit no lights, no line for toco bell at 2 in he morning, and Diana's back in her house. It's a miracle"" - Charlie @dianaaaxo",Non-Sexist
Non-Threat,"""You look like little birds help you get dressed in the morning""",Non-Sexist
Non-Threat,"""You talk like a fag and your shit's retarded. But that's cool scro, lot's of tards out there living total kick-ass lives!""",Non-Sexist
Non-Threat,"""You took our land so you could make each other retarded in DIAPERS? Sure....use our image....cool...."" #redskins #NFL #concussion #jokes",Non-Sexist
Non-Threat,"""Your a queer"". &#128530;&#128530;&#128530;&#128530;",Non-Sexist
Non-Threat,"""Your teeth are like the stars."" ""Aww thanks!"" ""Yeah... yellow and far away from each other.""",Non-Sexist
Non-Threat,"""Yup. Fuck em @Aloha_Hoesss: Playing like trash RT @80sbaby4life Clippers don't wanna play lol""",Non-Sexist
Non-Threat,"""hick and raver is a venn diagram that has a very large intersection""",Non-Sexist
Non-Threat,"""poor whitey"" http://t.co/3UkKeyznz8",Non-Sexist
Non-Threat,"""when rappers say twat it makes me feel weird"" &#128514;&#128514;&#128514;&#128557;",Non-Sexist
Non-Threat,"""you're being a cunt right now"" -@RQ978",Non-Sexist
Non-Threat,#2013Faves RT &#8220;@grahamorama: #Snoop and #Justin are having so much fun at this Charlie Wilson tribute #BETAwards https://t.co/C6NHwUBlXN&#8221;,Non-Sexist
Non-Threat,"#AZmonsoon lot of rain, too bad it wasn't enough to wash away the teabagger racist white trash in the state. #Tcot #teaparty #azflooding",Non-Sexist
Non-Threat,"#AnnCoulter still calling #Obama a 'community organizer' re: #Syria. Well, she is still #cunt as well. So what?",Non-Sexist
Non-Threat,#AskDems Aren't you embarrassed that Charlie Rangel remains in your caucus?,Non-Sexist
Non-Threat,"#BREAKING: AP calls Mass. Governor race for Charlie Baker. Watch live coverage on WCVB, streaming online. http://t.co/S6hY2eVoaT",Non-Sexist
Non-Threat,"#BigBird was made by a gay couple. So yes, under a GOP world the bird would not have existed since its creators would be in jail for sodomy.",Non-Sexist
Non-Threat,"#BlessJesus Amos 3:3 - Can two walk together, except they be agreed?",Non-Sexist
Non-Threat,#BlessJesus Amos 5:10 There are those who hate the one who upholds justice in court and detest the one who tells the truth.,Non-Sexist
Non-Threat,#BlessJesus The #Crown of HIS head to the sole of HIS feet,Non-Sexist
Non-Threat,#BlessJesusAir Matthew 6:26 Look at the birds of the air.. and yet your heavenly Father feeds them.Are you not much more valuable than they?,Non-Sexist
Non-Threat,#BlessJesusLove Happy Belated ( Sixty-Fifth) 65 Birthday *28 Aunt Mary Agnes #Strong,Non-Sexist
Non-Threat,#California is full of white trash,Non-Sexist
Non-Threat,#California is full of white trash who moved from #Oklahoma,Non-Sexist
Non-Threat,"#ChristianBale should be KISSING #Moses ass for his fight with God, OTHERWISE WE MIGHT ALL BE FUCKING DEAD&gt; #retarded #ass #actor #faggot",Non-Sexist
Non-Threat,"#CommonQuestionIGet

Why uou so ghetto?",Non-Sexist
Non-Threat,"#Crack that whip, cracker",Non-Sexist
Non-Threat,#DTLA is trash because of non-Europeans are allowed to live there.,Non-Sexist
Non-Threat,"#DegenerateArtist Can't do it ALL on CARD&gt; I'm not a French Muslim retard&gt; I don't expect or demand a child bride yard, cuz I got MAN DICK&gt;",Non-Sexist
Non-Threat,"#DegenerateArtist KNOWS words&gt; Bo Jingo dangle fan slang ho, ting pang lick drum swing flick alarm bic&gt; But you can't hear fire can you?",Non-Sexist
Non-Threat,"#DegenerateArtist Sniffs whiffy balls involuntary, cuz a FAIRY walks DOWNTOWN HAIRY, #climatechange all our scary sense of hillbilly sneeze&gt;",Non-Sexist
Non-Threat,"#DerekJeter as a lifelong #Yankees man, I will miss you. #FirstBallot
#Unanimous",Non-Sexist
Non-Threat,#Dutch farmers are white trash.,Non-Sexist
Non-Threat,#Dutch people who live outside of #NewYorkCity are all white trash.,Non-Sexist
Non-Threat,#EarlyBird #early #morning #sunrise #dawn #bird #thebird #jerryreed @ Kansas City http://t.co/kuVq8UpwUw,Non-Sexist
Non-Threat,#Ebola Great and I thought the panic from bird flu was bad. I really ain't got time for that.,Non-Sexist
Non-Threat,#ExplainAnAnimePlotBadly Boy with a monkey tail grows up to the the savior of a futuristic yet old earth,Non-Sexist
Non-Threat,"#FemaleLogic is worse than the jig, I'm convinced",Non-Sexist
Non-Threat,#FireCashman Why?? Because I am having to root for the Royals in October. #Yankees,Non-Sexist
Non-Threat,"#Glory Isaiah Mom asked me if I wanted a brownie I said, no thanks 
She said what are fasting,",Non-Sexist
Non-Threat,#HOLIDAYSEASONLIVE @ShyGlizzy @plies Shy Glizzy Feat Plies - FREE THA GANG: http://t.co/pYGOSk0qCP,Non-Sexist
Non-Threat,#HappyColumbusDay !!!! If is wasn't for #America.................#KarlMarx would never have thought of sharing #colonialism with #injuns !!!,Non-Sexist
Non-Threat,#HappyColumbusDay .....hate to sound all #PETA callous and all........but #buffalo had it a LOT WORSE than the #injuns..........,Non-Sexist
Non-Threat,#HellYeah RT @BaconGawd #No RT @HuffingtonPost Happy Fall! Pumpkin Spice Oreos are here http://t.co/2prvsKantE http://t.co/hleYm0YC29,Non-Sexist
Non-Threat,"#HelloBrookland! We're here at the @MonroeStMarket opening! Serving free samples of cider, vegan sliders, brownies! http://t.co/BW9uYtLQu1",Non-Sexist
Non-Threat,"#HolySpirit Joshua 1:3 Every place that the sole of your foot shall tread upon, that have I given unto you, as I said unto Moses.",Non-Sexist
Non-Threat,"#IStandWithRand Wise up RINO pussies, real leaders like Rand, Cruz, Lee, Bachmann etc. actually exist. Fight or go home. #TeaParty",Non-Sexist
Non-Threat,#IU 8 straight nation #college soccer champions! Wow! #hoosiernation #hoosiers &#9917;&#127942;,Non-Sexist
Non-Threat,"#IU should make me an honorary student, id be way cooler than the other international students. i have my own football card! #hoosiers",Non-Sexist
Non-Threat,#InMiddleSchool i was fat as hell and was a band faggot. Thank god i played sports after 6th grade and didnt stay in band,Non-Sexist
